#DEPTH,lithology,lithology_CNN,CASE,Fluid_KNN
1547.875,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548.125,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548.25,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548.375,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548.5,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548.625,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548.75,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1548.875,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549.125,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549.25,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549.375,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549.5,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549.625,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549.75,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1549.875,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550.125,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550.25,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550.375,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550.5,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550.625,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550.75,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1550.875,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551.125,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551.25,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551.375,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551.5,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551.625,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551.75,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1551.875,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1552,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1552.125,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1552.25,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Oil-Water Layer
1552.375,Fine Sandstone,Fine Sandstone,Oil-Water Layer,Water Layer
1552.5,Siltstone,Fine Sandstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1552.625,Siltstone,Shale,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1552.75,Siltstone,Shale,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1552.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1553.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1554.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1555.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1556.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1557.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Non-Reservoir
1558,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1558.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1558.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1558.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1558.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1558.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1558.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1558.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1559.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1560.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1561.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1562.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1563.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1564.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1565.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1566.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1567.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1568.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1569.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1570.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1571.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1572,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1572.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1572.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1572.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1572.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1572.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1572.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1572.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1573,Shale,Shale,Non-Reservoir,Non-Reservoir
1573.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1573.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1573.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1573.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1573.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1573.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1573.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1574,Shale,Shale,Non-Reservoir,Non-Reservoir
1574.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1574.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1574.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1574.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1574.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1574.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1574.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1575,Shale,Shale,Non-Reservoir,Non-Reservoir
1575.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1575.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1575.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1575.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1575.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1575.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1575.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1576,Shale,Shale,Non-Reservoir,Non-Reservoir
1576.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1576.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1576.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1576.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1576.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1576.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1576.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1577,Shale,Shale,Non-Reservoir,Non-Reservoir
1577.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1577.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1577.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1577.5,Shale,Shale,Non-Reservoir,Water Layer
1577.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1577.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1577.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1578,Shale,Shale,Non-Reservoir,Non-Reservoir
1578.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1578.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1578.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1578.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1578.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1578.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1578.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1579,Shale,Shale,Non-Reservoir,Non-Reservoir
1579.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1579.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1579.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1579.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1579.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1579.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1579.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1580,Shale,Shale,Non-Reservoir,Non-Reservoir
1580.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1580.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1580.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1580.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1580.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1580.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1580.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1581,Shale,Shale,Non-Reservoir,Non-Reservoir
1581.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1581.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1581.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1581.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1581.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1581.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1581.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1582,Shale,Shale,Non-Reservoir,Non-Reservoir
1582.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1582.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1582.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1582.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1582.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1582.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1582.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1583,Shale,Shale,Non-Reservoir,Non-Reservoir
1583.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1583.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1583.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1583.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1583.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1583.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1583.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1584,Shale,Shale,Non-Reservoir,Non-Reservoir
1584.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1584.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1584.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1584.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1584.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1584.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1584.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1585,Shale,Shale,Non-Reservoir,Non-Reservoir
1585.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1585.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1585.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1585.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1585.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1585.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1585.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1586,Shale,Shale,Non-Reservoir,Non-Reservoir
1586.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1586.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1586.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1586.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1586.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1586.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1586.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1587,Shale,Shale,Non-Reservoir,Non-Reservoir
1587.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1587.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1587.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1587.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1587.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1587.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1587.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1588,Shale,Shale,Non-Reservoir,Non-Reservoir
1588.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1588.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1588.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1588.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1588.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1588.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1588.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1589,Shale,Shale,Non-Reservoir,Non-Reservoir
1589.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1589.25,Shale,Shale,Non-Reservoir,Oil-Bearing Water Layer
1589.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1589.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1589.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1589.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1589.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1590,Shale,Shale,Non-Reservoir,Non-Reservoir
1590.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1590.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1590.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1590.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1590.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1590.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1590.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1591,Shale,Shale,Non-Reservoir,Non-Reservoir
1591.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1591.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1591.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1591.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1591.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1591.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1591.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1592,Shale,Shale,Non-Reservoir,Non-Reservoir
1592.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1592.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1592.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1592.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1592.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1592.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1592.875,Shale,Shale,Non-Reservoir,Non-Reservoir
1593,Shale,Shale,Non-Reservoir,Non-Reservoir
1593.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1593.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1593.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1593.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1593.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1593.75,Shale,Shale,Non-Reservoir,Non-Reservoir
