#DEPTH,lithology,lithology_CNN,CASE,Fluid_KNN
1648,Shale,Shale,Non-Reservoir,Non-Reservoir
1648.125,Shale,Shale,Non-Reservoir,Non-Reservoir
1648.25,Shale,Shale,Non-Reservoir,Non-Reservoir
1648.375,Shale,Shale,Non-Reservoir,Non-Reservoir
1648.5,Shale,Shale,Non-Reservoir,Non-Reservoir
1648.625,Shale,Shale,Non-Reservoir,Non-Reservoir
1648.75,Shale,Shale,Non-Reservoir,Non-Reservoir
1648.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1649.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650.625,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650.75,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1650.875,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1651,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1651.125,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1651.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1651.375,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1651.5,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1651.625,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1651.75,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1651.875,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652.125,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652.25,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652.375,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652.5,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652.625,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652.75,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1652.875,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1653,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1653.125,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1653.25,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1653.375,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1653.5,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1653.625,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1653.75,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1653.875,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1654,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1654.125,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1654.25,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1654.375,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1654.5,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1654.625,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1654.75,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1654.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1655,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1655.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1655.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1655.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1655.5,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1655.625,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1655.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1655.875,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1656,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1656.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1656.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1656.375,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1656.5,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1656.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1656.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1656.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1657.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1658.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1659.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1660.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1661.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1662.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1663.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1664,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1664.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1664.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1664.375,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1664.5,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1664.625,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1664.75,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1664.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665.125,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665.25,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665.375,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665.5,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665.625,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1665.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1666.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667.75,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1667.875,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1668,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1668.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1668.25,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1668.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1668.5,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1668.625,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1668.75,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1668.875,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669.125,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669.25,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669.375,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669.5,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669.625,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669.75,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1669.875,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1670,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1670.125,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1670.25,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1670.375,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1670.5,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1670.625,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1670.75,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1670.875,Medium Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1671,Fine Sandstone,Medium Sandstone,Oil Layer,Oil Layer
1671.125,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1671.25,Medium Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1671.375,Fine Sandstone,Fine Sandstone,Oil Layer,Oil Layer
1671.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1671.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1671.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1671.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1672,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1672.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1672.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1672.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Water Layer
1672.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1672.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1672.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1672.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673.5,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673.625,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673.75,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1673.875,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1674,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1674.125,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1674.25,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1674.375,Siltstone,Siltstone,Oil-Bearing Water Layer,Oil-Bearing Water Layer
1674.5,Fine Sandstone,Siltstone,Water Layer,Water Layer
1674.625,Fine Sandstone,Siltstone,Water Layer,Oil-Water Layer
1674.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1674.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1675,Fine Sandstone,Siltstone,Water Layer,Water Layer
1675.125,Fine Sandstone,Siltstone,Water Layer,Water Layer
1675.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1675.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1675.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1675.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1675.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1675.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1676,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1676.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1676.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1676.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1676.5,Siltstone,Fine Sandstone,Water Layer,Water Layer
1676.625,Siltstone,Fine Sandstone,Water Layer,Water Layer
1676.75,Siltstone,Fine Sandstone,Water Layer,Water Layer
1676.875,Siltstone,Siltstone,Water Layer,Water Layer
1677,Fine Sandstone,Siltstone,Water Layer,Water Layer
1677.125,Fine Sandstone,Siltstone,Water Layer,Water Layer
1677.25,Fine Sandstone,Siltstone,Water Layer,Water Layer
1677.375,Fine Sandstone,Siltstone,Water Layer,Water Layer
1677.5,Fine Sandstone,Siltstone,Water Layer,Water Layer
1677.625,Fine Sandstone,Siltstone,Water Layer,Water Layer
1677.75,Fine Sandstone,Siltstone,Water Layer,Water Layer
1677.875,Fine Sandstone,Siltstone,Water Layer,Water Layer
1678,Fine Sandstone,Siltstone,Water Layer,Water Layer
1678.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1678.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1678.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1678.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1678.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1678.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1678.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1679,Fine Sandstone,Siltstone,Water Layer,Water Layer
1679.125,Fine Sandstone,Siltstone,Water Layer,Water Layer
1679.25,Fine Sandstone,Siltstone,Water Layer,Water Layer
1679.375,Fine Sandstone,Siltstone,Water Layer,Water Layer
1679.5,Fine Sandstone,Siltstone,Water Layer,Water Layer
1679.625,Fine Sandstone,Siltstone,Water Layer,Water Layer
1679.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1679.875,Fine Sandstone,Siltstone,Water Layer,Water Layer
1680,Fine Sandstone,Siltstone,Water Layer,Water Layer
1680.125,Fine Sandstone,Siltstone,Water Layer,Water Layer
1680.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1680.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1680.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1680.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1680.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1680.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1681,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1681.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1681.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1681.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1681.5,Fine Sandstone,Siltstone,Water Layer,Water Layer
1681.625,Fine Sandstone,Siltstone,Water Layer,Water Layer
1681.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1681.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1682.875,Fine Sandstone,Siltstone,Water Layer,Water Layer
1683,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1683.125,Fine Sandstone,Siltstone,Water Layer,Water Layer
1683.25,Fine Sandstone,Siltstone,Water Layer,Water Layer
1683.375,Fine Sandstone,Siltstone,Water Layer,Water Layer
1683.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1683.625,Fine Sandstone,Siltstone,Water Layer,Water Layer
1683.75,Fine Sandstone,Siltstone,Water Layer,Water Layer
1683.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1684.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685.75,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1685.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1686,Fine Sandstone,Siltstone,Water Layer,Water Layer
1686.125,Fine Sandstone,Siltstone,Water Layer,Water Layer
1686.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1686.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1686.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1686.625,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1686.75,Fine Sandstone,Siltstone,Water Layer,Water Layer
1686.875,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1687,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1687.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1687.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1687.375,Siltstone,Fine Sandstone,Water Layer,Water Layer
1687.5,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1687.625,Siltstone,Fine Sandstone,Water Layer,Water Layer
1687.75,Siltstone,Fine Sandstone,Water Layer,Water Layer
1687.875,Siltstone,Fine Sandstone,Water Layer,Water Layer
1688,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1688.125,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1688.25,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1688.375,Fine Sandstone,Fine Sandstone,Water Layer,Water Layer
1688.5,Siltstone,Fine Sandstone,Water Layer,Water Layer
1688.625,Siltstone,Fine Sandstone,Water Layer,Water Layer
1688.75,Siltstone,Fine Sandstone,Water Layer,Water Layer
1688.875,Siltstone,Fine Sandstone,Water Layer,Water Layer
1689,Fine Sandstone,Siltstone,Water Layer,Water Layer
1689.125,Siltstone,Siltstone,Water Layer,Water Layer
1689.25,Siltstone,Siltstone,Water Layer,Water Layer
1689.375,Siltstone,Siltstone,Water Layer,Water Layer
1689.5,Siltstone,Siltstone,Water Layer,Water Layer
1689.625,Siltstone,Siltstone,Water Layer,Water Layer
1689.75,Siltstone,Siltstone,Water Layer,Water Layer
1689.875,Siltstone,Siltstone,Water Layer,Water Layer
1690,Siltstone,Siltstone,Water Layer,Water Layer
1690.125,Siltstone,Siltstone,Water Layer,Water Layer
1690.25,Siltstone,Siltstone,Water Layer,Water Layer
1690.375,Siltstone,Siltstone,Water Layer,Water Layer
1690.5,Siltstone,Siltstone,Water Layer,Water Layer
1690.625,Siltstone,Siltstone,Water Layer,Water Layer
1690.75,Siltstone,Siltstone,Water Layer,Water Layer
1690.875,Siltstone,Siltstone,Water Layer,Water Layer
1691,Siltstone,Siltstone,Water Layer,Water Layer
1691.125,Siltstone,Siltstone,Water Layer,Water Layer
1691.25,Siltstone,Siltstone,Water Layer,Water Layer
1691.375,Siltstone,Siltstone,Water Layer,Water Layer
1691.5,Siltstone,Siltstone,Water Layer,Water Layer
1691.625,Siltstone,Siltstone,Water Layer,Water Layer
1691.75,Siltstone,Siltstone,Water Layer,Water Layer
1691.875,Siltstone,Siltstone,Water Layer,Water Layer
1692,Siltstone,Siltstone,Water Layer,Water Layer
1692.125,Siltstone,Siltstone,Water Layer,Water Layer
1692.25,Siltstone,Siltstone,Water Layer,Water Layer
1692.375,Siltstone,Siltstone,Water Layer,Water Layer
1692.5,Siltstone,Siltstone,Water Layer,Water Layer
1692.625,Siltstone,Siltstone,Water Layer,Water Layer
1692.75,Siltstone,Siltstone,Water Layer,Water Layer
1692.875,Siltstone,Siltstone,Water Layer,Water Layer
1693,Siltstone,Siltstone,Water Layer,Water Layer
1693.125,Siltstone,Siltstone,Water Layer,Water Layer
1693.25,Siltstone,Siltstone,Water Layer,Water Layer
1693.375,Siltstone,Siltstone,Water Layer,Water Layer
1693.5,Siltstone,Siltstone,Water Layer,Water Layer
1693.625,Siltstone,Siltstone,Water Layer,Water Layer
1693.75,Siltstone,Siltstone,Water Layer,Water Layer
1693.875,Siltstone,Siltstone,Water Layer,Water Layer
1694,Siltstone,Siltstone,Water Layer,Water Layer
1694.125,Siltstone,Siltstone,Water Layer,Water Layer
1694.25,Siltstone,Siltstone,Water Layer,Water Layer
1694.375,Siltstone,Siltstone,Water Layer,Water Layer
1694.5,Siltstone,Siltstone,Water Layer,Water Layer
1694.625,Siltstone,Siltstone,Water Layer,Water Layer
1694.75,Siltstone,Siltstone,Water Layer,Water Layer
1694.875,Siltstone,Siltstone,Water Layer,Water Layer
1695,Siltstone,Siltstone,Water Layer,Water Layer
1695.125,Siltstone,Siltstone,Water Layer,Water Layer
1695.25,Siltstone,Siltstone,Water Layer,Water Layer
1695.375,Siltstone,Siltstone,Water Layer,Water Layer
1695.5,Siltstone,Siltstone,Water Layer,Water Layer
1695.625,Siltstone,Siltstone,Water Layer,Water Layer
1695.75,Siltstone,Siltstone,Water Layer,Water Layer
1695.875,Siltstone,Siltstone,Water Layer,Water Layer
1696,Siltstone,Siltstone,Water Layer,Water Layer
1696.125,Siltstone,Siltstone,Water Layer,Water Layer
1696.25,Siltstone,Siltstone,Water Layer,Water Layer
1696.375,Siltstone,Siltstone,Water Layer,Water Layer
1696.5,Siltstone,Siltstone,Water Layer,Water Layer
1696.625,Siltstone,Siltstone,Water Layer,Water Layer
1696.75,Siltstone,Siltstone,Water Layer,Water Layer
1696.875,Siltstone,Siltstone,Water Layer,Water Layer
1697,Siltstone,Siltstone,Water Layer,Water Layer
1697.125,Siltstone,Siltstone,Water Layer,Water Layer
1697.25,Siltstone,Siltstone,Water Layer,Water Layer
1697.375,Siltstone,Siltstone,Water Layer,Water Layer
1697.5,Siltstone,Siltstone,Water Layer,Water Layer
1697.625,Siltstone,Siltstone,Water Layer,Water Layer
1697.75,Siltstone,Siltstone,Water Layer,Water Layer
1697.875,Siltstone,Siltstone,Water Layer,Water Layer
1698,Siltstone,Siltstone,Water Layer,Water Layer
1698.125,Siltstone,Siltstone,Water Layer,Water Layer
