#DEPTH	POR	Vma	Vsh	Sw	Sh	Sxo	Vma1	Vma2	Vma3	Shm	Shr	DEN	AC	CNL	RT	RXO	GR	SP	CAL	Vsh_multi	POR_multi	Sw_multi
1500	2.656224762	13.76869232	83.57508292	92.07100642	7.928993577	93.34997105	13.17391674	0.581006886	0.013768692	1.278964631	6.650028945	2.159856828347584	230.34607484901701	31.06243667	0.600833374	0.599028526	156.76039506317363	63.60788684	22.4969435358734	81.81853294	2.7087747835036473	86.72093749
1500.125	2.578361185	14.9400586	82.48158022	91.58952811	8.410471888	92.86773346	14.29468271	0.630435826	0.014940059	1.278205349	7.132266539	2.351166090202649	229.2532791892162	31.06243667	0.600833374	0.599028526	153.0901746599946	64.99199646	22.496526812321825	83.91172886	2.1282803619521813	89.04399276
1500.25	2.611460491	12.79941762	84.58912189	92.18909941	7.810900594	93.44287525	12.24651246	0.540105741	0.012799418	1.253775841	6.557124754	2.490018093290661	228.1603282574572	31.16753065	0.599015877	0.597095278	151.05181873791304	64.91772074	22.496254991683372	84.5927	1.7156858388360416	89.63128328
1500.375	2.551563275	12.62312094	84.82531579	92.48798702	7.512012983	93.7676791	12.07783139	0.53266643	0.012623121	1.279692082	6.232320901	2.583312150848751	227.07921953087873	31.374598	0.591498711	0.589873829	150.36452965712874	64.9642547	22.496112571258614	84.83530283	1.447372217986275	87.78812885
1500.5	2.625743569	11.46099579	85.91326064	94.20195241	5.798047592	95.44930397	10.96590735	0.483627444	0.011460996	1.247351564	4.550696028	2.637947576114051	226.02195048661957	31.78481967	0.576412354	0.575434326	150.74750977784154	64.0834838	22.49608404834814	86.14940047	1.2997205032339285	90.11793137
1500.625	2.60873894	10.28583419	87.10542687	95.92579362	4.074206385	97.17058998	9.841510008	0.43403835	0.010285834	1.244796365	2.829410019	2.660823682323692	225.00051860181836	31.93287726	0.57050638	0.569792116	151.91996146025124	67.48257629	22.496153920252535	87.0234251	1.2491116984100494	89.56833482
1500.75	2.602682974	11.12344151	86.27387552	94.06905159	5.930948414	95.28851221	10.64293463	0.469383436	0.011123442	1.219460628	4.711487786	2.6588397827148054	224.0269213536139	31.96005061	0.571337901	0.57071071	153.60108706455765	64.98681741	22.496306684272383	86.28100753	1.2719268073456842	90.34225941
1500.875	2.529730385	12.38761915	85.08265046	91.66315546	8.336844536	92.86084639	11.85250273	0.522728801	0.012387619	1.197690929	7.139153606	2.638895190524538	223.11315621914616	31.85022362	0.57942265	0.578395792	155.51008895096152	66.38421599	22.496526837708267	85.97479463	1.344546833871886	90.4165864
1501	2.472874564	12.93443905	84.59268638	90.69599142	9.304008579	91.92309126	12.37570128	0.545803332	0.012934439	1.227099837	8.076908742	2.6176434332257474	222.56937339966976	31.64380706	0.593329734	0.591694199	156.90377063115767	65.01478819	22.49679887786077	84.65168476	1.422283386140577	90.49838781
1501.125	2.486756423	12.88976044	84.62348314	89.85245572	10.14754428	91.09633903	12.33295268	0.543917999	0.01288976	1.243883304	8.903660974	2.592410522234289	221.64887578244515	31.33740818	0.604756609	0.602630682	157.71572008127401	64.85433186	22.49710730203047	84.30901766	1.4793327565820082	89.62852955
1501.25	2.522160858	14.64388933	82.83394982	90.92636476	9.073635239	92.14338633	14.01130727	0.61793817	0.014643889	1.217021569	7.85661367	2.567712350873202	220.6853398705041	31.1033176	0.614725522	0.612255368	157.9648173846744	64.88038714	22.497591285473803	83.59125853	1.5077364456752698	87.48449087
1501.375	2.483809104	15.08220781	82.43398309	88.74125003	11.25874997	89.92634354	14.43069141	0.636434193	0.015082208	1.185093515	10.07365646	2.547912384600475	219.96666401589695	31.04392598	0.619681536	0.617148558	157.7601196536956	64.51891399	22.49790370472183	81.92167282	1.5072788392428869	86.34012938
1501.5	2.537245393	13.6199264	83.84282821	88.48725945	11.51274055	89.703641	13.03157716	0.574729309	0.013619926	1.216381549	10.296359	2.536540924362717	219.60438181581958	30.80751458	0.624517518	0.62191719	157.3325991338594	64.24392179	22.498191923332058	81.82196617	1.478139017054466	86.29046679
1501.625	2.503966721	15.43046475	82.06556853	89.93563128	10.06436872	91.12205809	14.76390446	0.651129829	0.015430465	1.186426813	8.877941908	2.533350538108056	219.56440631109018	30.91485093	0.624496316	0.621870376	156.91925054238476	64.1880719	22.498441831544262	84.16569233	1.4207295170268333	88.7909174
1501.75	2.46856137	13.58163609	83.94980254	89.66533543	10.33466457	90.87893059	12.99494091	0.573113547	0.013581636	1.213595162	9.121069412	2.5350069122272902	219.8462149064639	30.91471616	0.618518217	0.615967849	156.61195783299704	65.2307047	22.49864147252216	84.01261568	1.339630123553117	90.0750339
1501.875	2.451823117	14.96101414	82.58716274	92.23020768	7.769792317	93.44363882	14.31473302	0.631320101	0.014961014	1.213431135	6.556361182	2.538134113292343	220.53664920879618	30.85327064	0.613624702	0.611035027	156.24603540437403	64.87833568	22.498781592754003	83.04359913	1.2446426188100648	90.09997249
1502	2.404262458	14.23493845	83.36079909	92.21373912	7.786260882	93.44133698	13.62002212	0.600681391	0.014234938	1.227597865	6.558663017	2.5420224711693074	221.7952032125446	30.83698961	0.606289387	0.603697997	155.690145382939	65.23230323	22.498856105948583	83.01998973	1.1533755751296098	89.85261321
1502.125	2.400298144	15.49585409	82.10384777	94.61018595	5.389814052	95.85122754	14.82646913	0.653889107	0.015495854	1.241041597	4.148772455	2.546894663386361	223.69240516309392	30.83693309	0.596006363	0.593507545	155.08916430286524	65.2777193	22.49886240162673	84.11312103	1.0913807195272156	90.76435566
1502.25	2.362385128	13.40329851	84.23431636	96.15055475	3.849445249	97.40773691	12.8243071	0.565588114	0.013403299	1.25718216	2.592263089	2.5523320994948904	226.06647632305226	31.09993666	0.583078904	0.580834273	154.7693478922148	66.21634041	22.498801455235448	84.5549643	1.0857923096037112	89.35539722
1502.375	2.366739146	11.98306888	85.65019197	97.285819	2.714181005	98.53775946	11.46542809	0.505657717	0.011983069	1.251940461	1.462240544	2.55680826963171	228.3603522412804	31.2093203	0.574961587	0.572834773	154.864413969418	65.98211589	22.49867775109594	81.92111254	1.1517561956679656	91.60363674
1502.5	2.34218183	12.94941728	84.70840089	96.05402471	3.945975287	97.31876606	12.39003248	0.546435379	0.012949417	1.264741344	2.681233942	2.5582420448685252	229.72727522741462	31.49691162	0.56588149	0.564018693	155.2753287931522	66.76820264	22.498513845203853	85.79528332	1.2869796731854837	89.60088491
1502.625	2.384189355	12.30896804	85.3068426	96.84636963	3.153630365	98.09778544	11.77724917	0.519409906	0.012308968	1.251415806	1.902214559	2.553615935711563	229.38026179244105	31.71593068	0.558094395	0.556448293	155.9220262567081	65.65878426	22.498310985991303	85.61617136	1.4755950830041513	91.12727046
1502.75	2.329185926	10.96262018	86.7081939	98.71424459	1.285755412	99.99	10.48906041	0.462597149	0.01096262	1.275755412	0.01	2.5391492481263684	226.88820953641647	31.93522325	0.552032761	0.550609934	156.8790127611249	66.15080505	22.49808095889813	85.73168516	1.6893714325042974	91.44151211
1502.875	2.378082613	9.541995545	88.07992184	98.69118623	1.308813767	99.99	9.129803466	0.402650084	0.009541996	1.298813767	0.01	2.511451927328991	222.10170461277346	32.06936486	0.54572043	0.544529854	158.21524857545748	66.28424593	22.497836116473408	86.69480085	1.8875422529779615	89.75471258
1503	2.426342159	11.31440733	86.25925051	98.55559981	1.444400191	99.87340765	10.82565117	0.477441751	0.011314407	1.317807841	0.12659235	2.4692263164226085	214.99710482130456	32.24314503	0.540218009	0.539270517	159.83656048250828	66.55179657	22.497588382234422	83.31363201	2.026769919401659	90.48098922
1503.125	2.440886659	10.31241484	87.2466985	98.34599416	1.654005844	99.63070226	9.866942433	0.435159991	0.010312415	1.284708107	0.369297737	2.4139299134650116	205.8319914693422	29.49921957	0.602274339	0.602594124	161.5711499542727	64.52128994	22.49734831670887	74.97292161	2.0869510063228613	91.89860821
1503.25	2.543429559	40.45738675	56.99918369	98.73906141	1.260938587	99.10178841	35.57080291	4.846126454	0.040457387	0.362726997	0.89821159	2.3494296797794956	195.40383550695535	26.73471451	0.661789046	0.663152151	163.31747918033187	62.85440073	22.497124239115102	67.28588343	2.079915976610793	93.00050735
1503.375	2.495696893	39.33075288	58.17355022	99.24020856	0.759791442	99.60495365	34.5802478	4.711174332	0.039330753	0.364745094	0.395046348	2.2813019834323174	184.9190189133796	23.99755876	0.72828568	0.730856839	165.0118542341838	58.32605718	22.496921727048832	57.79640675	2.031527014927116	89.46709037
1503.5	2.535649214	40.90847867	56.55587212	97.01314197	2.986858032	97.38170546	35.96741037	4.900159813	0.040908479	0.368563496	2.618294536	2.2162793679557504	175.57347626629513	21.02645966	0.799405002	0.802980032	166.487592669807	57.59419275	22.496743390870495	56.31180406	1.9561372292018877	92.66860485
1503.625	2.479749409	42.44396412	55.07628647	98.10846296	1.891537037	98.48515476	37.31743456	5.084085599	0.042443964	0.376691797	1.514845241	2.161195464304314	168.26037395213757	20.91643679	0.810095236	0.813578242	167.55647538286044	56.87666032	22.49658895888873	55.83641529	1.8588934565323028	92.23281741
1503.75	2.502868458	41.80366241	55.69346913	96.00530816	3.994691837	96.37174083	36.75447071	5.007388034	0.041803662	0.366432665	3.628259172	2.1216361515258044	163.57133005946503	20.7814435	0.818773783	0.822180744	168.25981385930143	56.4132446	22.496457214009396	55.82848787	1.751362001538148	92.7993834
1503.875	2.467333146	40.88624979	56.64641707	97.61652703	2.383472972	97.99329648	35.94786638	4.89749716	0.04088625	0.376769448	2.006703524	2.1006979277731803	161.64156223414437	20.78190041	0.823773132	0.82693574	168.8864215243779	56.81951082	22.496345042715127	56.98938966	1.6494181126381617	92.73915291
1504	2.394797768	41.11676713	56.4884351	94.98644845	5.013551548	95.37259575	36.15054103	4.925109329	0.041116767	0.386147296	4.627404252	2.098303507082003	161.92616927321532	21.01621852	0.817659055	0.82066922	169.69095598813217	59.02779937	22.496248576669437	56.75469637	1.561478800404632	91.39122963
1504.125	2.383922152	40.052927	57.56315085	96.8538982	3.146101804	97.23158633	35.21519521	4.797678859	0.040052927	0.377688133	2.768413671	2.1112428375974863	163.33527581244363	21.29462152	0.805055419	0.807873234	170.66439312267596	56.45894119	22.496163910887503	57.7970624	1.4920182643402446	91.18487239
1504.25	2.351859507	38.89248312	58.75565737	96.94861515	3.05138485	97.32193909	34.19491378	4.658676857	0.038892483	0.373323939	2.678060911	2.1341548110049926	164.88576821003102	21.51902151	0.802685312	0.805332185	171.60518014727876	57.56489058	22.49608777901036	58.35005045	1.4552782614073947	92.89675951
1504.375	2.357943199	38.66740955	58.97464725	95.04186612	4.958133879	95.41526791	33.99702538	4.631716761	0.03866741	0.373401793	4.584732086	2.161285481874887	166.12110147180027	21.76994398	0.790947447	0.793497714	172.2868603868788	58.14040957	22.49601813365564	59.21349525	1.4635971538442083	93.70173216
1504.5	2.288612639	38.45834976	59.2530376	96.01497233	3.985027665	96.39591385	33.81321655	4.606674853	0.03845835	0.380941518	3.604086147	2.1879205513050737	166.8713402152421	21.93973168	0.78592126	0.788339598	172.55905147071843	58.6398964	22.495954537962163	58.96736979	1.5033152538389256	92.6548481
1504.625	2.302752481	38.31074296	59.38650456	96.37445477	3.625545233	96.76639815	33.68343822	4.588993997	0.038310743	0.391943383	3.23360185	2.2111539718373505	166.91878833171134	21.85837067	0.789232244	0.791466627	172.35974673126287	57.81519561	22.4958983214536	58.21223259	1.5360293765365438	91.6885376
1504.75	2.237895599	39.8789692	57.8831352	96.88291274	3.117087261	97.28280475	35.06224864	4.776841589	0.039878969	0.39989201	2.717195251	2.2296948558448126	166.13250394522498	21.61979984	0.79257918	0.794660805	171.73730026938	58.45411734	22.49585253637533	57.21572638	1.5309151028828603	90.20652175
1504.875	2.249996407	41.24299968	56.50700391	97.58534852	2.414651483	97.99474236	36.26152678	4.940229903	0.041243	0.409393841	2.005257641	2.2433230660439922	164.7787111637956	21.32595555	0.806734307	0.808693147	170.875709433367	56.06415046	22.495821640094896	54.90931273	1.4886272227067703	90.64992666
1505	2.245013524	41.72085844	56.03412803	94.79151953	5.208480465	95.19673205	36.6816681	4.997469487	0.041720858	0.405212512	4.803267953	2.2522438179765563	163.4026141492376	21.15902303	0.812510196	0.814391382	170.0280910865478	56.51278121	22.49581107229298	56.50923848	1.4293778546626985	90.92633128
1505.125	2.241910619	40.16320052	57.59488886	96.57319658	3.426803416	96.97117876	35.31214952	4.810887805	0.040163201	0.397982179	3.028821236	2.2568891902722164	162.4695605830978	21.25984016	0.814590235	0.81643558	169.3915361552859	56.96014836	22.495826584738907	57.30691552	1.3742865502052597	91.89255834
1505.25	2.25959056	38.86811114	58.8722983	94.32183434	5.678165659	94.72857327	34.17348553	4.655757496	0.038868111	0.406738934	5.271426725	2.2578684437179737	162.27656860837004	21.43272039	0.810545594	0.812392462	169.0351531192691	57.99070891	22.495873461467482	57.5232029	1.3383445342468194	91.88667536
1505.375	2.27173575	39.3973691	58.33089515	96.46536031	3.534639689	96.87579636	34.63881788	4.719153855	0.039397369	0.410436052	3.124203637	2.2560948795720486	163.0609145462603	21.67317858	0.800188625	0.80206167	168.99616935954498	56.35120065	22.49595571794692	58.2108736	1.3286066951812283	90.69317579
1505.5	2.261590881	39.09016349	58.64824563	95.21480848	4.785191517	95.6203299	34.36871763	4.682355699	0.039090163	0.405521416	4.379670101	2.252814044448381	164.9434502909309	21.8294932	0.800511488	0.802331333	169.36146126420715	58.07115281	22.496075387151848	58.38534236	1.3349550115197715	91.22918248
1505.625	2.25501135	38.56463166	59.18035699	93.89345086	6.106549145	94.30104841	33.90666136	4.619405669	0.038564632	0.407597559	5.698951586	2.2491723541409447	167.70381483851224	21.96321118	0.797161908	0.799039351	170.28359691988516	56.67165576	22.49623193815615	59.50576067	1.3368833100472826	91.55139327
1505.75	2.319707388	37.39711083	60.28318178	93.63340522	6.366594779	94.04011282	32.88015775	4.479555964	0.037397111	0.406707597	5.959887182	2.2455998933124057	170.88519132338368	22.25745713	0.795502308	0.797354315	171.8868890821645	59.269612	22.496422008003634	60.61823964	1.3231576053729097	91.93286896
1505.875	2.295614372	36.34869939	61.35568624	92.55612469	7.443875313	92.96127547	31.95837709	4.353973597	0.036348699	0.405150783	7.03872453	2.241931548560201	174.08931929942744	22.6585133	0.781648363	0.783490814	174.175724688713	59.05684416	22.496639314344492	61.65236235	1.3013279646070814	92.52461195
1506	2.229181789	34.78256196	62.98825625	95.24056798	4.759432019	95.64258627	30.58140319	4.166376209	0.034782562	0.402018293	4.357413726	2.2383343333684147	177.1380625969286	23.06918738	0.770899294	0.772695357	176.9583035822995	58.77310904	22.496874794715858	62.91451454	1.2890701892432652	94.04506683
1506.125	2.179722747	34.24658392	63.57369333	92.40738039	7.592619609	92.79748193	30.11016244	4.102174897	0.034246584	0.390101543	7.202518065	2.2359709210604257	179.9284698727246	23.41444833	0.758343259	0.760004939	179.892001366521	59.64831382	22.497117024879376	63.50463033	1.3035908649754675	93.67538095
1506.25	2.150217646	33.79168649	64.05809586	94.17608829	5.823911709	94.57621295	29.71020911	4.047685701	0.033791686	0.400124661	5.423787048	2.2365341735537987	182.35973401138074	23.65442087	0.744157701	0.745802412	182.6244993741752	58.99517878	22.4973527566466	63.98950815	1.3558394823820354	91.98056459
1506.375	2.188508932	33.73579425	64.07569682	95.48719073	4.512809271	95.87861256	29.66106772	4.040990734	0.033735794	0.391421829	4.121387442	2.241308321279929	184.32491647704958	23.91031155	0.738817635	0.740414769	184.91612122129138	59.17033104	22.49756777365996	65.47601223	1.443073909067902	93.08692217
1506.5	2.152618941	32.1291878	65.71819326	94.04858578	5.951414222	94.43605793	28.24851279	3.848545827	0.032129188	0.387472153	5.563942069	2.2503974313850774	185.7185776091464	24.24947331	0.728774365	0.730367526	186.6344486400309	61.69070876	22.49774798029341	66.19269252	1.5452267731530758	93.08177233
1506.625	2.126240301	30.63166203	67.24209767	92.23634115	7.763658853	92.61819463	26.93186338	3.669166983	0.030631662	0.381853483	7.38180537	2.262517676887956	186.39607763991455	24.39384735	0.731512901	0.73311315	187.6784074168877	60.12216064	22.49788057624781	66.62973166	1.6319069204816392	93.87028217
1506.75	2.182816838	32.32757181	65.48961135	90.83061268	9.169387322	91.22144689	28.42293528	3.872308954	0.032327572	0.390834216	8.778553107	2.2750115623828737	186.21347325732688	24.44821475	0.739520298	0.741017987	187.98415653780373	61.50765823	22.49795533507225	65.91463089	1.679576415435106	93.64745617
1506.875	2.169871818	33.3306955	64.49943268	91.0143373	8.985662705	91.41048633	29.30489821	3.992466597	0.033330695	0.39614903	8.589513674	2.284633846835259	185.115405779078	24.17149281	0.756464937	0.757809236	187.54882462868704	59.12614553	22.497965794417972	64.07034397	1.6814423003080414	89.76361752
1507	2.118289307	35.28104488	62.60066582	90.43610452	9.563895475	90.83593323	31.0196776	4.226086227	0.035281045	0.399828701	9.164066774	2.288806420046937	183.2116048444159	23.8605078	0.76628098	0.767559291	186.4115122615379	57.79363284	22.497910185384555	63.51521015	1.6451763559946142	89.38956261
1507.125	2.11961718	34.00266846	63.87771436	92.13042071	7.869579293	92.52341286	29.89570794	4.072957855	0.034002668	0.392992154	7.476587139	2.286606561152709	180.78946131566244	23.63247944	0.767951115	0.769111884	184.5888106968062	59.51649091	22.497792064423443	63.06400299	1.583502262378466	93.67550015
1507.25	2.069422372	34.793272	63.13730563	93.42539382	6.574606176	93.82961698	30.59081963	4.167659095	0.034793272	0.404223152	6.170383024	2.2785734388544467	178.22104818340827	23.41230164	0.765881211	0.766963118	182.13214930017625	58.88844517	22.497620437232257	62.62180805	1.505880430333059	92.59420633
1507.375	2.057378896	35.65348855	62.28913256	95.26661187	4.733388132	95.67407847	31.34713624	4.270698825	0.035653489	0.407466604	4.325921528	2.2659021646094835	175.80238976904656	23.3081293	0.754284955	0.755426778	179.25180049094826	58.43225964	22.49740943559634	60.8968854	1.4098804806171652	92.53890514
1507.5	2.081181102	36.19399004	61.72482886	97.26594567	2.734054332	97.67529677	31.82235407	4.335441973	0.03619399	0.409351099	2.324703232	2.2499636517189643	173.6346326398587	23.12924951	0.754934771	0.75608132	176.32571377736497	58.12166866	22.497177552978613	62.13651299	1.2837319718076081	92.86544323
1507.625	2.11685353	35.85267148	62.03047498	94.50101257	5.498987435	94.90393841	31.52226116	4.29455765	0.035852671	0.402925846	5.096061589	2.232206444146977	171.6862301612872	22.90559461	0.763955514	0.76508512	173.7302097192324	60.11914433	22.496946452323776	61.28023863	1.125599417244356	91.80766344
1507.75	2.060771696	37.24057267	60.69865563	92.81136254	7.188637459	93.20617213	32.74252682	4.46080528	0.037240573	0.394809591	6.793827867	2.214186163972528	169.98162172183237	22.79178323	0.774566448	0.77560523	171.70051228860007	57.83739292	22.496739507367394	60.86263061	0.9599309491629023	91.80884361
1507.875	2.011947631	37.02737472	60.96067765	92.28263183	7.717368168	92.68181871	32.55507966	4.435267687	0.037027375	0.399186876	7.318181292	2.1973696493573365	168.70334155636561	22.58387999	0.797555407	0.798374389	170.4025374891557	58.24871594	22.49658018600796	61.36260033	0.8269365471558077	94.09167767
1508	1.97444459	38.7706427	59.25491271	90.46291938	9.537080623	90.85976877	34.08778967	4.644082388	0.038770643	0.396849391	9.140231231	2.1829878586946103	168.07482621109924	22.47360599	0.805634693	0.806243747	169.96010969782492	59.65357907	22.49649027345491	60.85788012	0.7601928760648151	93.6331749
1508.125	1.919412478	37.27835236	60.80223516	92.70032996	7.299670043	93.09171661	32.77574335	4.465330662	0.037278352	0.391386649	6.908283394	2.171751544752885	168.17074074594365	22.55315167	0.808704309	0.80917525	170.37735849405013	57.98383713	22.49648809176466	60.48309207	0.778333923465328	92.60032773
1508.25	1.938136918	36.56626956	61.49559353	90.36378801	9.636211992	90.74837946	32.14966838	4.380034908	0.03656627	0.384591447	9.251620545	2.1637892198239017	168.86716387041804	22.4925403	0.813405799	0.813762295	171.45301349827838	58.24711595	22.496586875037814	60.71528196	0.8859045548417896	92.81284809
1508.375	1.880424314	37.82632334	60.29325234	91.27497086	8.725029141	91.65836103	33.25752849	4.530968532	0.037826323	0.383390167	8.341638974	2.1586323654731796	169.93188097157648	22.66183423	0.803841157	0.804152132	172.87255306892905	58.32402416	22.49679335807464	61.51790619	1.06686606102487	93.53479743
1508.5	1.845191355	37.00100417	61.15380447	91.89340548	8.106594525	92.2747256	32.53189424	4.432108932	0.037001004	0.381320129	7.725274396	2.1555130633910062	171.0873275261984	22.72627607	0.80717689	0.807414765	174.3148209899102	59.75784483	22.497106883266923	62.21081018	1.2851404914016837	94.55553293
1508.625	1.854886168	36.71151608	61.43359775	90.33643192	9.663568082	90.71581179	32.27737152	4.397433041	0.036711516	0.37937987	9.284188212	2.153911531245398	172.07211990727205	22.78476595	0.803171587	0.803418605	175.5153669780178	60.29894249	22.49751896965724	62.58652806	1.5035892732505585	94.2708075
1508.75	1.891159708	35.94530983	62.16353047	91.20800835	8.791991645	91.57828428	31.60371032	4.305654192	0.03594531	0.370275921	8.421715724	2.153872189381012	172.71955213756695	22.95197607	0.801663415	0.801955262	176.28852877811474	59.16955726	22.49801368101727	62.4953866	1.7038928897560548	92.57380962
